Borough,Date,Event Type,Event Location,Level of Offense,Crime Description
Queens,11/25/2023,Special Event,Baisley Pond Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,11/27/2023,Special Event,Hunter's Point South Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/01/2023,Special Event,Idlewild Park,FELONY,STRANGULATION 1ST
Queens,12/01/2023,Special Event,Idlewild Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Queens,12/03/2023,Sport - Adult,College Point Fields,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,12/03/2023,Sport - Adult,College Point Fields,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Queens,12/03/2023,Sport - Adult,College Point Fields,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,12/07/2023,Special Event,Rockaway Beach and Boardwalk,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Queens,12/08/2023,Sport - Youth,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/11/2023,Special Event,Travers Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Queens,12/12/2023,Sport - Youth,College Point Fields,MISDEMEANOR,ASSAULT 3
Queens,12/14/2023,Sport - Youth,College Point Fields,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,12/14/2023,Sport - Youth,College Point Fields,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/15/2023,Special Event,Playground Twenty One,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE"
Queens,12/16/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/18/2023,Special Event,Athens Square,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Queens,12/19/2023,Special Event,Athens Square,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Queens,12/20/2023,Special Event,Vernon Mall,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/21/2023,Special Event,Evergreen Park,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Queens,12/21/2023,Special Event,Evergreen Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Queens,12/21/2023,Special Event,Evergreen Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,12/22/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Queens,12/22/2023,Special Event,Rockaway Beach and Boardwalk,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Queens,12/24/2023,Sport - Adult,Frank Principe Park / Maurice Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Queens,12/24/2023,Sport - Adult,Frank Principe Park / Maurice Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Queens,12/26/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Queens,12/26/2023,Sport - Youth,Astoria Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Queens,12/27/2023,Sport - Adult,Astoria Park,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Queens,12/27/2023,Sport - Adult,Astoria Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Queens,12/27/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Queens,12/27/2023,Sport - Adult,Astoria Park,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Queens,12/29/2023,Sport - Youth,Murray Playground,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE"
Queens,12/29/2023,Sport - Youth,Murray Playground,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,"BURGLARY,RESIDENCE,UNKNOWN TIM"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,FELONY,STRANGULATION 1ST
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Queens,12/30/2023,Sport - Adult,Flushing Meadows Corona Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Queens,12/31/2023,Special Event,Cunningham Park,FELONY,UNAUTHORIZED USE VEHICLE 2
Queens,12/31/2023,Special Event,Cunningham Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Staten Island,01/27/2023,Special Event,Bloomingdale Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,06/20/2023,Special Event,Tappen Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Staten Island,07/01/2023,Sport - Youth,Franklin D Roosevelt Boardwalk and Beach,MISDEMEANOR,"MISCHIEF, CRIMINAL 4, OF MOTOR"
Staten Island,10/04/2023,Sport - Youth,Franklin D Roosevelt Boardwalk and Beach,FELONY,"CONTROLLED SUBSTANCE, SALE 5"
Staten Island,10/14/2023,Special Event,Ocean Breeze Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Staten Island,11/24/2023,Sport - Youth,Clove Lakes Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,12/01/2023,Special Event,LaTourette Park & Golf Course,FELONY,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT"
Staten Island,12/01/2023,Special Event,LaTourette Park & Golf Course,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Staten Island,12/06/2023,Sport - Adult,Gen. Douglas MacArthur Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Staten Island,12/08/2023,Special Event,LaTourette Park & Golf Course,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Staten Island,12/12/2023,Sport - Youth,Fairview Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Staten Island,12/22/2023,Sport - Adult,Freshkills Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Staten Island,12/30/2023,Sport - Youth,Freshkills Park,MISDEMEANOR,"LARCENY,PETIT BY FALSE PROMISE"
Bronx,02/16/2023,Sport - Youth,Patterson Playground,FELONY,"BURGLARY,COMMERCIAL,DAY"
Bronx,03/12/2023,Sport - Adult,Macombs Dam Park,FELONY,"FALSE REPORT 1,FIRE"
Bronx,04/26/2023,Special Event,St. James Park,FELONY,"TAMPERING 1,CRIMINAL"
Bronx,05/18/2023,Sport - Adult,Dunbar Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,06/03/2023,Special Event,Hunts Point Riverside Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,07/10/2023,Sport - Adult,Pelham Bay Park,FELONY,"NY STATE LAWS,UNCLASSIFIED FEL"
Bronx,07/17/2023,Sport - Youth,Barretto Point Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Bronx,08/01/2023,Special Event,St. Mary's Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Bronx,08/07/2023,Sport - Youth,Claremont Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Bronx,08/13/2023,Sport - Adult,Haffen Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,08/30/2023,Sport - Adult,Tiffany Playground,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,09/01/2023,Special Event,St. Mary's Park,FELONY,(null)
Bronx,09/04/2023,Sport - Youth,Marble Hill Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,09/12/2023,Special Event,Joyce Kilmer Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,09/23/2023,Special Event,Pelham Bay Park and Orchard Beach,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Bronx,09/25/2023,Sport - Youth,St. James Park,FELONY,"LARCENY,GRAND BY OPEN BANK ACCT"
Bronx,09/25/2023,Sport - Youth,St. James Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,09/30/2023,Special Event,Concrete Plant Park,FELONY,"ROBBERY,BEGIN AS SHOPLIFTING"
Bronx,10/01/2023,Sport - Adult,Crotona Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Bronx,10/19/2023,Sport - Youth,Ferry Point Park,FELONY,OBSCENE MATERIAL - UNDER 17 YE
Bronx,10/24/2023,Sport - Youth,Castle Hill Little League,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,10/25/2023,Sport - Youth,Castle Hill Little League,FELONY,"TAMPERING 1,CRIMINAL"
Bronx,10/31/2023,Sport - Youth,Behagen Playground,FELONY,"LARCENY, GRAND OF MOPED"
Bronx,11/01/2023,Sport - Youth,Bicentennial Veterans Memorial Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,11/02/2023,Special Event,Mount Eden Malls,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,11/04/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Bronx,11/06/2023,Sport - Youth,Marble Hill Playground,FELONY,"TAMPERING 1,CRIMINAL"
Bronx,11/08/2023,Sport - Youth,Bicentennial Veterans Memorial Park,FELONY,"FORGERY,ETC.,UNCLASSIFIED-FELO"
Bronx,11/10/2023,Special Event,Hunts PointPlayground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,11/17/2023,Sport - Adult,Williamsbridge Oval,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,11/20/2023,Sport - Youth,Crotona Park,MISDEMEANOR,VIOLATION OF ORDER OF PROTECTI
Bronx,11/23/2023,Sport - Youth,Field Of Dreams Park,FELONY,"ROBBERY,OPEN AREA UNCLASSIFIED"
Bronx,11/24/2023,Sport - Youth,Behagen Playground,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Bronx,11/24/2023,Sport - Youth,Behagen Playground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,11/25/2023,Sport - Youth,Co-op City Field,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,12/03/2023,Sport - Youth,Ferry Point Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/04/2023,Sport - Youth,Macombs Dam Park,FELONY,"ROBBERY,PERSONAL ELECTRONIC DEVICE"
Bronx,12/05/2023,Sport - Youth,Seton Park,FELONY,"BURGLARY,COMMERCIAL,DAY"
Bronx,12/11/2023,Special Event,Hunts PointPlayground,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Bronx,12/12/2023,Special Event,Hunts PointPlayground,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/13/2023,Sport - Adult,Van Cortlandt Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,12/14/2023,Special Event,Ferry Point Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Bronx,12/17/2023,Sport - Youth,Parque De Los Ninos,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Bronx,12/18/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,ASSAULT 3
Bronx,12/22/2023,Special Event,Bell Tower Park,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Bronx,12/23/2023,Special Event,Bell Tower Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/24/2023,Sport - Youth,Soundview Park,FELONY,"LARCENY,GRAND OF AUTO"
Bronx,12/25/2023,Sport - Youth,Soundview Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Bronx,12/28/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Bronx,12/29/2023,Sport - Youth,Patterson Playground,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Bronx,12/30/2023,Sport - Youth,Crotona Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,FELONY,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE"
Bronx,12/31/2023,Sport - Adult,Van Cortlandt Park,MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Brooklyn,02/01/2023,Sport - Adult,Sternberg Park (Lindsey Park),FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,02/01/2023,Sport - Adult,Sternberg Park (Lindsey Park),MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Brooklyn,04/23/2023,Special Event,Marine Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Brooklyn,05/01/2023,Sport - Adult,McCarren Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Brooklyn,05/02/2023,Special Event,Brownsville Recreation Center Playground,FELONY,"CONTROLLED SUBSTANCE,SALE 1"
Brooklyn,06/28/2023,Special Event,Calvert Vaux Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Brooklyn,07/01/2023,Special Event,Sunset Park,FELONY,RAPE 3
Brooklyn,07/06/2023,Sport - Adult,McCarren Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,07/12/2023,Special Event,Gravesend Park,FELONY,"CONTROLLED SUBSTANCE,SALE 3"
Brooklyn,07/17/2023,Special Event,Friends Field,FELONY,"LARCENY,GRAND BY THEFT OF CREDIT CARD"
Brooklyn,07/21/2023,Special Event,Friends Field,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Brooklyn,08/09/2023,Special Event,Carroll Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Brooklyn,09/02/2023,Special Event,Slope Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,09/04/2023,Sport - Adult,Sternberg Park (Lindsey Park),MISDEMEANOR,"SEXUAL ABUSE 3,2"
Brooklyn,09/07/2023,Sport - Youth,Dean Playground,FELONY,CRIMINAL POSSESSION WEAPON
Brooklyn,09/10/2023,Special Event,Greenpoint Playground,FELONY,"LARCENY,GRAND OF AUTO"
Brooklyn,09/13/2023,Sport - Adult,McLaughlin Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Brooklyn,09/13/2023,Sport - Adult,McLaughlin Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Brooklyn,09/22/2023,Special Event,Prospect Park,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Brooklyn,10/01/2023,Special Event,Canarsie Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,10/03/2023,Sport - Adult,Bushwick Inlet Park,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED"
Brooklyn,10/07/2023,Sport - Youth,Winthrop Playground (PS 92),MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Brooklyn,10/15/2023,Special Event,Rodney Playground North,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,10/22/2023,Special Event,Marine Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,10/23/2023,Special Event,Calvert Vaux Park,FELONY,BAIL JUMPING 1 & 2
Brooklyn,10/24/2023,Sport - Adult,Red Hook Recreation Area,FELONY,SODOMY 3
Brooklyn,10/27/2023,Special Event,Bush Terminal Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,11/01/2023,Special Event,Martin Luther King Jr. Playground,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,11/07/2023,Special Event,Maria Hernandez Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Brooklyn,11/09/2023,Sport - Adult,Ericsson Playground (JHS 126),MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,11/13/2023,Sport - Adult,Scarangella Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Brooklyn,11/13/2023,Sport - Adult,Scarangella Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,11/17/2023,Special Event,Irving Square Park,MISDEMEANOR,"THEFT OF SERVICES, UNCLASSIFIE"
Brooklyn,11/18/2023,Special Event,Prospect Park,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Brooklyn,11/21/2023,Sport - Youth,Bushwick Playground,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Brooklyn,11/22/2023,Sport - Adult,McCarren Park,FELONY,CRIMINAL CONTEMPT 1
Brooklyn,11/25/2023,Special Event,Carroll Park,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Brooklyn,11/25/2023,Special Event,Carroll Park,FELONY,STRANGULATION 1ST
Brooklyn,11/28/2023,Sport - Youth,Mckinley Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,11/29/2023,Special Event,Van Voorhees Playground,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,11/30/2023,Special Event,Taaffe Playground,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED"
Brooklyn,12/01/2023,Special Event,Taaffe Playground,FELONY,"ASSAULT 2,1,UNCLASSIFIED"
Brooklyn,12/01/2023,Special Event,Taaffe Playground,FELONY,"BURGLARY,RESIDENCE,DAY"
Brooklyn,12/02/2023,Special Event,Calvert Vaux Park,FELONY,CRIMINAL CONTEMPT 1
Brooklyn,12/03/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"LARCENY,GRAND BY DISHONEST EMP"
Brooklyn,12/05/2023,Sport - Youth,JHS 51 JOP,FELONY,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT"
Brooklyn,12/05/2023,Sport - Youth,JHS 51 JOP,FELONY,"LARCENY,GRAND OF AUTO"
Brooklyn,12/08/2023,Special Event,Brower Park (PS 289 - Playground Only),MISDEMEANOR,"FRAUD,UNCLASSIFIED-MISDEMEANOR"
Brooklyn,12/10/2023,Special Event,Park Slope Playground (PS 282),MISDEMEANOR,"CRIMINAL MISCHIEF,UNCLASSIFIED 4"
Brooklyn,12/10/2023,Special Event,Park Slope Playground (PS 282),MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,12/10/2023,Special Event,Park Slope Playground (PS 282),MISDEMEANOR,OBSTR BREATH/CIRCUL
Brooklyn,12/11/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE"
Brooklyn,12/15/2023,Special Event,Prospect Park,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK"
Brooklyn,12/16/2023,Special Event,Fort Greene Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,12/20/2023,Special Event,Fort Greene Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Brooklyn,12/20/2023,Special Event,Fort Greene Park,FELONY,"LARCENY,GRAND FROM STORE-SHOPL"
Brooklyn,12/24/2023,Sport - Youth,Bill Brown Playground,FELONY,"LARCENY,GRAND OF BICYCLE"
Brooklyn,12/25/2023,Special Event,Herbert Von King Park,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,12/26/2023,Special Event,Dyker Beach Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Brooklyn,12/27/2023,Special Event,American Playground,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE"
Brooklyn,12/27/2023,Special Event,American Playground,MISDEMEANOR,"LARCENY,PETIT OF VEHICLE ACCES"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"BURGLARY,RESIDENCE,DAY"
Brooklyn,12/29/2023,Special Event,Brower Park (PS 289 - Playground Only),FELONY,"BURGLARY,UNCLASSIFIED,UNKNOWN"
Brooklyn,12/30/2023,Special Event,Herbert Von King Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,ASSAULT 3
Brooklyn,12/31/2023,Special Event,Coney Island Beach & Boardwalk,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Manhattan,01/30/2023,Special Event,Mitchell Square,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE"
Manhattan,02/22/2023,Special Event,Central Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Manhattan,05/19/2023,Special Event,Battery Park,FELONY,(null)
Manhattan,06/15/2023,Special Event,Randall's Island Park,FELONY,"MISCHIEF,CRIMINAL,    UNCL 2ND"
Manhattan,06/15/2023,Special Event,Randall's Island Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,07/01/2023,Special Event,Thomas Jefferson Park,MISDEMEANOR,"SEXUAL ABUSE 3,2"
Manhattan,07/10/2023,Special Event,Marcus Garvey Park,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Manhattan,07/14/2023,Special Event,Harlem Art Park,FELONY,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,08/12/2023,Special Event,East River Waterfront Esplanade,FELONY,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT"
Manhattan,08/13/2023,Special Event,Marcus Garvey Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,08/29/2023,Special Event,Sara D. Roosevelt Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN"
Manhattan,09/02/2023,Special Event,Morningside Park,MISDEMEANOR,PETIT LARCENY-CHECK FROM MAILB
Manhattan,09/15/2023,Special Event,Bella Abzug Park,VIOLATION,"HARASSMENT,SUBD 3,4,5"
Manhattan,09/23/2023,Special Event,Central Park,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN"
Manhattan,09/30/2023,Special Event,Carl Schurz Park,FELONY,"BURGLARY,RESIDENCE,DAY"
Manhattan,10/02/2023,Sport - Adult,Pier 42,FELONY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED"
Manhattan,10/02/2023,Sport - Adult,Pier 42,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,"
Manhattan,10/07/2023,Special Event,East River Waterfront Esplanade,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,10/23/2023,Sport - Youth,Columbus Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,10/23/2023,Sport - Youth,Columbus Park,FELONY,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED"
Manhattan,10/26/2023,Sport - Adult,Pier 42,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,10/28/2023,Special Event,Washington Market Park,FELONY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP"
Manhattan,10/30/2023,Sport - Adult,Morningside Park,FELONY,"FRAUD,UNCLASSIFIED-FELONY"
Manhattan,11/01/2023,Sport - Adult,Sara D. Roosevelt Park,MISDEMEANOR,AGGRAVATED HARASSMENT 2
Manhattan,11/02/2023,Special Event,Father Duffy Square,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Manhattan,11/10/2023,Special Event,Riverside Park,FELONY,UNAUTHORIZED USE VEHICLE 2
Manhattan,11/10/2023,Special Event,Riverside Park,MISDEMEANOR,"LARCENY,PETIT BY ACQUIRING LOS"
Manhattan,11/23/2023,Special Event,Randall's Island Park,MISDEMEANOR,"LARCENY,PETIT BY CHECK USE"
Manhattan,11/24/2023,Sport - Adult,Tanahey Playground,MISDEMEANOR,"THEFT OF SERVICES, UNCLASSIFIE"
Manhattan,11/28/2023,Special Event,Damrosch Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/05/2023,Special Event,Washington Square Park,FELONY,"NY STATE LAWS,UNCLASSIFIED FEL"
Manhattan,12/05/2023,Special Event,Washington Square Park,MISDEMEANOR,ASSAULT 3
Manhattan,12/06/2023,Sport - Adult,Randall's Island Park,MISDEMEANOR,UNAUTHORIZED USE VEHICLE 3
Manhattan,12/07/2023,Special Event,Broadway Malls 59th-110th,FELONY,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT"
Manhattan,12/08/2023,Special Event,Bennett Park,FELONY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD"
Manhattan,12/08/2023,Special Event,Bennett Park,FELONY,"LARCENY,GRAND OF AUTO"
Manhattan,12/08/2023,Special Event,Bennett Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,12/11/2023,Sport - Adult,Sara D. Roosevelt Park,FELONY,"BURGLARY,RESIDENCE,NIGHT"
Manhattan,12/12/2023,Special Event,Bryant Park,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE"
Manhattan,12/12/2023,Special Event,Bryant Park,MISDEMEANOR,"LARCENY,PETIT FROM STORE-SHOPL"
Manhattan,12/14/2023,Special Event,Bowling Green,MISDEMEANOR,"MENACING,UNCLASSIFIED"
Manhattan,12/16/2023,Special Event,Central Park,FELONY,"ROBBERY,PERSONAL ELECTRONIC DEVICE"
